,0,1,2,3,4
0,0.3763189589630815,0.508760394617877,0.5002659154795869,0.48748154961999135,0.4633543727102144
1,0.5564402554389607,0.4684256021293298,0.5322506347257856,0.578369408934457,0.5608399519980761
2,0.522162162162162,0.4994594594594594,0.5237837837837838,0.5102702702702702,0.52
3,0.522162162162162,0.4994594594594594,0.5237837837837838,0.5102702702702702,0.52
4,0.522162162162162,0.4994594594594594,0.5237837837837838,0.5102702702702702,0.52
5,0.522162162162162,0.4994594594594594,0.5237837837837838,0.5102702702702702,0.52
6,0.5931192715657322,0.4991434245452862,0.5637488270670603,0.537037602636961,0.5825605500121871
7,0.59776855176222,0.5356844428875835,0.5065392773682891,0.5012849196239885,0.5196900449653789
8,0.6225960473266275,0.48700787920192873,0.669306222058381,0.46355859155815593,0.5057818838589081
9,0.39877298506305436,0.3314528471347482,0.6974507968124436,0.81610050276922,0.3985910046195388
10,0.45748129243385044,0.3426989025600668,0.47970424511602194,0.474587729376539,0.6493499981490161
11,0.522162162162162,0.4994594594594594,0.5237837837837838,0.5102702702702702,0.52
12,0.5092498012305517,0.419873317553668,0.4466263028820487,0.46081691094518556,0.7096880728556478
13,0.5206970540638693,0.3488366014684147,0.7747697829163303,0.677873057716397,0.4518599200935309
14,0.5068542567279253,0.5818076491140812,0.6069906378081311,0.37585501607917304,0.4713617178331166
15,0.3413471870899305,0.5332768574647544,0.5413233121880124,0.5723201183988754,0.6133431914651217
16,0.522162162162162,0.4994594594594594,0.5237837837837838,0.5102702702702702,0.52
17,0.522162162162162,0.4994594594594594,0.5237837837837838,0.5102702702702702,0.52
18,0.522162162162162,0.4994594594594594,0.5237837837837838,0.5102702702702702,0.52
19,0.522162162162162,0.4994594594594594,0.5237837837837838,0.5102702702702702,0.52
20,0.522162162162162,0.4994594594594594,0.5237837837837838,0.5102702702702702,0.52
21,0.39877298506305436,0.3314528471347482,0.6974507968124436,0.81610050276922,0.3985910046195388
22,0.5457917534673111,0.5078981111604928,0.46623754793723016,0.46907621826125384,0.5625904886759568
23,0.5734020209492322,0.5311520261930115,0.5850932428845804,0.5246117899800008,0.5781923043342666
24,0.49064405904490677,0.5070043511410429,0.5154995680173627,0.5679121977267118,0.49069799745073506
25,0.3618652985945781,0.4696416895287495,0.31894541730356524,0.3851856130386948,0.5279510424446343
26,0.48770193906270004,0.5203012453946749,0.5433118347648334,0.5533182947696417,0.5271886242577668
27,0.556450469493126,0.529232570086563,0.5674330222123888,0.4914066424957155,0.5917010045365194
28,0.5195853988262237,0.31434554012922733,0.4441536845402447,0.5952991202039482,0.5176488518999679
29,0.5398640299141523,0.5215780140481603,0.5466646006247342,0.5545553383429759,0.4958439499080731
30,0.5283073837639651,0.5322156049958112,0.4727992980049653,0.4731411891449726,0.6369810578493289
31,0.4823212749145207,0.5851627092556994,0.6370151709151551,0.6905980101225597,0.6544710532478404
32,0.680954696986002,0.3047194024513758,0.5508958617369554,0.541177550373324,0.6856301196293066
