,0,1,2,3,4
0,0.23886065750641186,0.8580574039207683,0.028626205281347298,0.24231218804455115,0.5000888581750893
1,0.9779398859665779,0.24800043271243688,0.9917195535284249,0.5063756942919414,0.5713386681422122
2,0.9953401533353005,0.5034286762030384,0.7108166534076521,0.2623427534763413,0.6407399109534971
3,0.9953401533353005,0.5034286762030384,0.7108166534076521,0.2623427534763413,0.6407399109534971
4,0.9953401533353005,0.5034286762030384,0.7108166534076521,0.2623427534763413,0.6407399109534971
5,0.9953401533353005,0.5034286762030384,0.7108166534076521,0.2623427534763413,0.6407399109534971
6,0.9999889554230137,0.35132467775903575,0.9978524863706817,0.43094462296249564,0.9393731238957469
7,0.999767456186233,0.6239689229484024,0.5296370582156444,0.14920880714951754,0.5214214122730544
8,0.9153467510951768,0.9640213478642066,0.8007126469589232,0.2527849244915597,0.6613340807402286
9,0.9918109861141251,0.4515674168624141,0.9403362006289453,0.46276988401676367,0.5017229352299065
10,0.9978853139527233,0.5181143164887522,0.6632167635469937,0.30729742588907405,0.7478016079698574
11,0.9953401533353005,0.5034286762030384,0.7108166534076521,0.2623427534763413,0.6407399109534971
12,0.9994011516707618,0.7205941646570155,0.5272501235518872,0.3403764603546154,0.8723805732480756
13,0.9946342183269512,0.1253154235008903,0.8964670326222636,0.3264240484278465,0.6939111942174327
14,0.9867857265474458,0.5778723251126514,0.9183797612457167,0.2937074266227178,0.7245154029500951
15,0.9984980290366066,0.42567665433718177,0.04104427569761598,0.715845951250751,0.8245239510155269
16,0.9953401533353005,0.5034286762030384,0.7108166534076521,0.2623427534763413,0.6407399109534971
17,0.9953401533353005,0.5034286762030384,0.7108166534076521,0.2623427534763413,0.6407399109534971
18,0.9953401533353005,0.5034286762030384,0.7108166534076521,0.2623427534763413,0.6407399109534971
19,0.9953401533353005,0.5034286762030384,0.7108166534076521,0.2623427534763413,0.6407399109534971
20,0.9953401533353005,0.5034286762030384,0.7108166534076521,0.2623427534763413,0.6407399109534971
21,0.9918109861141251,0.4515674168624141,0.9403362006289453,0.46276988401676367,0.5017229352299065
22,0.9997661371965867,0.13868762202673057,0.0017082105349051516,0.2544885491588345,0.6271962039942846
